drug1,drug2,text,label
Isoniazid,Nevirapine,"Isoniazid, a moderate CYP3A4 inhibitor...",1
Rifampicin/isoniazid,Nevirapine,"...for Caucasians, an increased regimen was recommended for Africans...",1
Ritonavir,RAY1216,"Ritonavir significantly inhibited drug metabolism, and increased drug exposure",1
Selective monoamine reuptake inhibitors,ATC N drugs (antidepressants),Treatments incorporating selective monoamine reuptake inhibitors significantly reduced maximum performance relative to controls.,1
QT-prolonging interactions,ATC N drugs (antidepressants),"The risk for potential drug-drug interactions, particularly those leading to QT interval prolongation, accounted for 47.5% of interactions involving ATC N drugs.",1
QT-prolonging interactions,Other potential interactions,Patients exclusively exposed to potential QT-prolonging interactions exhibited significantly reduced maximum performance compared to controls as well as patients who experienced different potential interactions.,1
dapagliflozin,cefazolin,"The highest ARF risk was observed with dapagliflozin-cefazolin [ROR adjusted (a) 59.63, 95% CI (9.96, 356.87); ROR adjusted (b) 19.88, 95% CI (1.80, 219.21); additive model (0.53); multiplicative model (8.36); PRR (8.53)]",1
empagliflozin,allopurinol,Consistent associations were found for empagliflozin-allopurinol,1
canagliflozin,vancomycin,Consistent associations were found for canagliflozin-vancomycin,1
Doxycycline,Warfarin,Doxycycline may potentiate the anticoagulant effects of warfarin by competing for albumin binding...,1
Methylene blue,"Serotonergic medications (including SSRIs, SNRIs, TCAs, MAOIs)",potential risk of serotonin syndrome,1
SSRIs,Methylene blue,concomitant use with methylene blue,1
SNRIs,Methylene blue,concomitant use with methylene blue,0
TCAs,Methylene blue,concomitant use with methylene blue,1
MAOIs,Methylene blue,concomitant use with methylene blue,0
tacrolimus (TAC),clarithromycin (CAM),the drug interaction between TAC and clarithromycin (CAM),1
midostaurin,midazolam,high midostaurin doses on the PK of midazolam,1
midostaurin,oral contraceptives containing ethinyl estradiol,incorporation of these parameters enabled DDI predictions of high midostaurin doses on the PK of oral contraceptives containing ethinyl estradiol,1
midostaurin,rosuvastatin,single-dose DDI with rosuvastatin and further extrapolated to predict steady-state DDI with other OATP1B drug substrates,1
GBP (Gabapentin),SFN (Sulforaphane),a combination of intermediate doses of these drugs enhanced their effects producing the same level as that obtained by using only 1/3 of the individual dose in each case.,1
Cefuroxime Axetil,Pantoprazole Sodium,The most frequent major interaction was between Cefuroxime Axetil and Pantoprazole Sodium.,1
Polypharmacy,pDDIs,Polypharmacy significantly increased the risk of pDDIs (OR: 3.960,0
atazanavir,alectinib,"atazanavir, darunavir, indinavir, and ritonavir significantly inhibited alectinib metabolism",1
darunavir,alectinib,"atazanavir, darunavir, indinavir, and ritonavir significantly inhibited alectinib metabolism",1
indinavir,alectinib,"atazanavir, darunavir, indinavir, and ritonavir significantly inhibited alectinib metabolism",1
ritonavir,alectinib,"atazanavir, darunavir, indinavir, and ritonavir significantly inhibited alectinib metabolism",1
TGP,celecoxib,"When celecoxib was used in combination with TGPC, the main pharmacokinetic parameters of celecoxib changed, and TGP could inhibit the metabolism of celecoxib in beagle dogs...",1
TGT,celecoxib,"...and TGT could also inhibit the metabolism of celecoxib in beagle dogs, thereby affecting the pharmacokinetic parameters of celecoxib and increasing plasma exposure to celecoxib.",1
DPP-4 inhibitors,Group A DPP-4 inhibitors (need dose adjustment),"Multivariate-adjusted Cox regression analysis showed that compared Group B, Group A DPP-4 inhibitors was associated with higher incidence rate of genital tract infection (hazard ratio (HR) 1.87, 95% Confidence Interval (CI) 1.18-2.99), and emergency department visit (HR 3.12, 95% CI 1.89-5.16).",1
Mobocertinib,Midazolam,"Coadministration of mobocertinib decreased the area under the plasma concentration-time curve from time zero to infinity of oral and intravenous midazolam by approximately 32% and 16%, respectively (geometric least-squares mean ratios of 0.676 and 0.837, respectively).",1
Tunodafil,Omeprazole,"The AUC of omeprazole in the Extensive, Intermediate and Poor Metabolizers increased by 26 %, 37 % and 21 %, respectively.",1
Tunodafil,Ritonavir,Ritonavir could strongly inhibit the metabolism of tunodafil,1
Ritonavir,Tunodafil,Ritonavir could strongly inhibit the metabolism of tunodafil,1
Omeprazole,CYP2C19,Tunodafil showed moderate inhibition on CYP2C19 in vitro,0
Ritonavir,CYP3A4/5,Tunodafil showed moderate inhibition on CYP3A4/5 in vitro,1
cannabidiol,tacrolimus,We hypothesized that cannabidiol would inhibit CYP3A-mediated metabolism of tacrolimus.,1
Adagrasib,Itraconazole,The PBPK model well-described the single and multiple-dose adagrasib PK data as well as DDI data with itraconazole...,1
Adagrasib,Rifampin,The PBPK model well-described the single and multiple-dose adagrasib PK data as well as DDI data with rifampin...,1
Adagrasib,Midazolam,The PBPK model well-described the single and multiple-dose adagrasib PK data as well as DDI data with midazolam...,1
Adagrasib,Warfarin,The PBPK model well-described the single and multiple-dose adagrasib PK data as well as DDI data with warfarin...,1
Adagrasib,Dextromethorphan,The PBPK model well-described the single and multiple-dose adagrasib PK data as well as DDI data with dextromethorphan...,1
Adagrasib,Digoxin,The PBPK model well-described the single and multiple-dose adagrasib PK data as well as DDI data with digoxin...,1
Adagrasib,CYP3A4 Inhibitors,"Strong, moderate, and weak inhibitors of CYP3A4 are predicted to have a negligible effect on the steady-state exposure of adagrasib 600 mg b.i.d.",1
Adagrasib,CYP3A4 Inducers,"Strong and moderate inducers of CYP3A4 are predicted to decrease adagrasib exposure by 68% and 22%, respectively.",1
Adagrasib,CYP2C9 Inhibitors,"As a perpetrator, adagrasib 600 mg b.i.d. is predicted to be a moderate inhibitor of CYP2C9...",1
Adagrasib,CYP2D6 Inhibitors,"As a perpetrator, adagrasib 600 mg b.i.d. is predicted to be a moderate inhibitor of CYP2D6...",1
Adagrasib,P-glycoprotein (P-gp) Inhibitors,"As a perpetrator, adagrasib 600 mg b.i.d. is predicted to be an inhibitor of P-glycoprotein (P-gp).",1
Clomipramine (CLOMI),Yohimbine (YOH),The geometric mean ratio of the area under the curve up to 12 h for MD YOH this ratio was 137% (90% confidence interval: 112-168%).,1
simvastatin,furosemide/Lasix,several possible DDIs were identified including furosemide/Lasix,1
allopurinol,clopidogrel/Plavix,several possible DDIs were identified including allopurinol clopidogrel/Plavix,1
pantoprazole,simvastatin,several possible DDIs were identified including pantoprazole,1
Voriconazole,Tacrolimus,The genotype of CYP2C19 plays an important role in the development of DDI during concurrent Tacrolimus and Voriconazole treatment.,1
Voriconazole,CYP3A4/5,"The STITCH database and DD-Inter system analysis also suggested that Tacrolimus and Voriconazole share a strong association in liver metabolism, most likely interacting with CYP3A4/5 and CYP2C19.",1
Garlic Extract (GE),Chemotherapy,"The combination of GE with standard therapies, including chemotherapy... reduced the efficacy of these treatments in tumor cells.",1
Garlic Extract (GE),Androgen Deprivation Therapy (ADT),"The combination of GE with standard therapies, including androgen deprivation therapy... reduced the efficacy of these treatments in tumor cells.",1
Garlic Extract (GE),Poly-(ADP-ribose)-Polymerase inhibitors (PARPi),"The combination of GE with standard therapies, including Poly-(ADP-ribose)-Polymerase inhibitors... reduced the efficacy of these treatments in tumor cells.",1
Garlic Extract (GE),CYP2C9,potentially due to the GE-induced upregulation of the metabolic enzyme CYP2C9 in PCa cell lines.,0
tizanidine,lisinopril,Profound hypotension caused by a tizanidine-lisinopril drug interaction is rare but potentially life-threatening.,1
Pravastatin,Ketamine,pravastatin blocked the long-term neuroplastic anti-dyskinetic effects of ketamine,1
bosentan,warfarin,The pharmacist proposed to increase the warfarin dose to 3.75 mg since the bosentan and warfarin interaction could lower PT-INR.,1
macitentan,warfarin,"The pharmacist and the physician during hospitalization planned to resume treatment with bosentan, but not with macitentan.",1
warfarin,macitentan,The pharmacist proposed to increase the warfarin dose to 3.75 mg since the bosentan and warfarin interaction could lower PT-INR.,1
enalapril,acetylsalicylic acid,The most common medicines involved in clinically significant pDDIs were enalapril (n = 179) and acetylsalicylic acid (n = 124).,1
long-acting sulfonylureas,aldosterone antagonists,"Besides, proton pump inhibitors (PPIs) (n = 41) and cardio-selective beta-blockers (n = 14) were the most common PPOs identified.",1
proton pump inhibitors (PPIs),cardio-selective beta-blockers,"Besides, proton pump inhibitors (PPIs) (n = 41) and cardio-selective beta-blockers (n = 14) were the most common PPOs identified.",1
Progesterone (PGS),Time-dependent inhibitors,Presence of PGS modified the inactivation efficiency for 36 compounds and eliminated the TDI signal for 5 compounds that were false positives.,1
Progesterone (PGS),False positives,Presence of PGS modified the inactivation efficiency for 36 compounds and eliminated the TDI signal for 5 compounds that were false positives.,1
Cannabidiol (CBD),Midazolam,"Others found no interaction of chronic CBD with midazolam, which can be explained if chronic CBD induces CYP3A enzymes",1
Cannabidiol (CBD),Rifampin,"Rifampin significantly induced CYP3A mRNA and activity across all lots, suggesting a synergistic effect",1
Cannabidiol (CBD),CYP3A inhibitors,"Not explicitly stated, but inferred from the fact that CBD is a time-dependent inhibitor of CYP3A",1
Delta-9-tetrahydrocannabinol (THC),CYP3A inhibitors,"Not explicitly stated, but inferred from the fact that THC is a time-dependent inhibitor of CYP3A",1
Rifampin,CYP3A enzymes,Rifampin significantly induced CYP3A mRNA and activity across all lots,1
ozanimod,ondansetron,The most common potential DDIs for ozanimod in UC and moderate-to-severe UC were ondansetron (18.6% and 22.7%)...,1
ozanimod,azithromycin,The most common potential DDIs for ozanimod in UC and moderate-to-severe UC were azithromycin (11.9% and 12.8%)...,1
ozanimod,hydrocodone,The most common potential DDIs for ozanimod in UC and moderate-to-severe UC were hydrocodone (9.0%-11.0%)...,1
ozanimod,fentanyl,The most common potential DDIs for ozanimod in UC and moderate-to-severe UC were fentanyl (9.0%-11.0%)...,1
ozanimod,albuterol,The most common potential DDIs for ozanimod in UC and moderate-to-severe UC were albuterol (9.0%-11.0%)...,1
ozanimod,ciprofloxacin,The most common potential DDIs for ozanimod in UC and moderate-to-severe UC were ciprofloxacin (9.0%-11.0%)...,1
ozanimod,metronidazole,The most common potential DDIs for ozanimod in UC and moderate-to-severe UC were metronidazole (9.0%-11.0%)...,1
JAK inhibitors (tofacitinib/upadacitinib),COVID-19 vaccines,"For JAK inhibitors, these were COVID-19 vaccines (30.7% and 31.4%)...",1
JAK inhibitors (tofacitinib/upadacitinib),infliximab,"For JAK inhibitors, these were infliximab (8.5% and 20.2%)...",1
JAK inhibitors (tofacitinib/upadacitinib),fluconazole,"For JAK inhibitors, these were fluconazole (6.1% and 6.8%)...",1
JAK inhibitors (tofacitinib/upadacitinib),azathioprine,"For JAK inhibitors, these were azathioprine (5.5% and 13.0%)...",1
Goldenseal,Metformin,Healthcare providers may consider cautioning patients about supplementing metformin pharmacotherapy with goldenseal to avoid risks for undesired changes in glycemic control.,1
dersimelagon,verapamil,The effect of co-administering verapamil on 100-mg dersimelagon PK (as substrate drug) were investigated,1
dersimelagon,substrate drugs,The impact of 300-mg dersimelagon on the pharmacokinetics (PK) of substrate drugs,1
Zongertinib,Carbamazepine,"Upon co-administration with carbamazepine in Study Period 2, AUC",1
cannabinoids,methadone,"Based on the findings, caution is warranted when cannabis or cannabinoids are used in combination with prescribed medications...",1
cannabinoids,everolimus,"Based on the findings, caution is warranted when cannabis or cannabinoids are used in combination with prescribed medications...",1
cannabinoids,fluoxetine,"Based on the findings, caution is warranted when cannabis or cannabinoids are used in combination with prescribed medications...",1
cannabinoids,paroxetine,"Based on the findings, caution is warranted when cannabis or cannabinoids are used in combination with prescribed medications...",1
cannabinoids,cytochrome P450s,"Cannabinoids may inhibit drug-metabolizing enzymes, including several cytochrome P450s...",1
clarithromycin,docetaxel,drugs that inhibit these transporters,1
